"id_cliente","nome","endereco","telefone","email","data_nascimento"
138,Cliente_25,Endereço do Cliente_25,+5511597207284,Cliente_25@exemplo.com,1977-12-06
139,Cliente_4530,Endereço do Cliente_4530,+5511767232771,Cliente_4530@exemplo.com,1954-07-30
140,Cliente_7253,Endereço do Cliente_7253,+5511724129510,Cliente_7253@exemplo.com,1950-06-01
141,Cliente_8805,Endereço do Cliente_8805,+5511496704658,Cliente_8805@exemplo.com,1971-07-16
142,Cliente_5447,Endereço do Cliente_5447,+5511608866139,Cliente_5447@exemplo.com,1971-08-09
143,Cliente_6620,Endereço do Cliente_6620,+5511897400078,Cliente_6620@exemplo.com,1953-12-16
144,Cliente_7242,Endereço do Cliente_7242,+5511266961866,Cliente_7242@exemplo.com,1986-03-23
145,Cliente_6071,Endereço do Cliente_6071,+5511218227284,Cliente_6071@exemplo.com,1961-06-23
146,Cliente_8722,Endereço do Cliente_8722,+5511395021708,Cliente_8722@exemplo.com,1985-06-08
147,Cliente_6761,Endereço do Cliente_6761,+5511813212842,Cliente_6761@exemplo.com,1966-07-02
148,Cliente_4711,Endereço do Cliente_4711,+5511199753663,Cliente_4711@exemplo.com,1966-03-16
149,Cliente_4483,Endereço do Cliente_4483,+5511682158056,Cliente_4483@exemplo.com,1964-03-03
150,Cliente_8450,Endereço do Cliente_8450,+5511877301374,Cliente_8450@exemplo.com,1982-05-08
151,Cliente_5328,Endereço do Cliente_5328,+5511629912852,Cliente_5328@exemplo.com,1992-02-01
152,Cliente_9634,Endereço do Cliente_9634,+5511259627916,Cliente_96346201@exemplo.com,1965-11-15
153,Cliente_7372,Endereço do Cliente_7372,+5511816000833,Cliente_7372@exemplo.com,1980-04-11
154,Cliente_5212,Endereço do Cliente_5212,+5511272517199,Cliente_5212@exemplo.com,1990-11-12
155,Cliente_6004,Endereço do Cliente_6004,+5511607308000,Cliente_6004@exemplo.com,1974-06-17
156,Cliente_8644,Endereço do Cliente_8644,+5511473334376,Cliente_8644@exemplo.com,1966-02-08
157,Cliente_9068,Endereço do Cliente_9068,+5511135422667,Cliente_9068@exemplo.com,1970-06-05
158,Cliente_420,Endereço do Cliente_420,+5511887330294,Cliente_420@exemplo.com,1962-11-19
159,Cliente_443,Endereço do Cliente_443,+5511855127087,Cliente_443@exemplo.com,1979-06-10
160,Cliente_1875,Endereço do Cliente_1875,+5511580083543,Cliente_1875@exemplo.com,1977-01-07
161,Cliente_8508,Endereço do Cliente_8508,+5511716169723,Cliente_8508@exemplo.com,1996-11-18
162,Cliente_7451,Endereço do Cliente_7451,+5511741191203,Cliente_7451@exemplo.com,1985-02-18
163,Cliente_3980,Endereço do Cliente_3980,+5511182679670,Cliente_3980@exemplo.com,1960-01-16
164,Cliente_4895,Endereço do Cliente_4895,+5511472674438,Cliente_4895@exemplo.com,1975-09-04
165,Cliente_8393,Endereço do Cliente_8393,+5511860735675,Cliente_8393@exemplo.com,1987-12-09
166,Cliente_6770,Endereço do Cliente_6770,+5511235221867,Cliente_67703757@exemplo.com,1967-02-24
167,Cliente_2660,Endereço do Cliente_2660,+5511248616809,Cliente_2660@exemplo.com,1952-08-12
168,Cliente_4357,Endereço do Cliente_4357,+5511123915711,Cliente_4357@exemplo.com,1963-10-19
169,Cliente_8780,Endereço do Cliente_8780,+5511475620684,Cliente_8780@exemplo.com,1990-04-25
170,Cliente_7873,Endereço do Cliente_7873,+5511870085594,Cliente_7873@exemplo.com,1952-03-20
171,Cliente_1005,Endereço do Cliente_1005,+5511679249767,Cliente_1005@exemplo.com,1971-02-12
172,Cliente_3938,Endereço do Cliente_3938,+5511551126860,Cliente_3938@exemplo.com,1951-08-12
173,Cliente_8935,Endereço do Cliente_8935,+5511371162611,Cliente_8935@exemplo.com,1979-01-18
174,Cliente_3610,Endereço do Cliente_3610,+5511383199482,Cliente_3610@exemplo.com,1957-06-11
175,Cliente_1688,Endereço do Cliente_1688,+5511407450999,Cliente_1688@exemplo.com,1989-10-09
176,Cliente_5167,Endereço do Cliente_5167,+5511926751024,Cliente_5167@exemplo.com,1988-01-20
177,Cliente_8485,Endereço do Cliente_8485,+5511876212506,Cliente_8485@exemplo.com,1965-05-05
178,Cliente_2293,Endereço do Cliente_2293,+5511364770488,Cliente_2293@exemplo.com,1975-04-13
179,Cliente_3459,Endereço do Cliente_3459,+5511820713658,Cliente_3459@exemplo.com,1986-06-11
180,Cliente_6534,Endereço do Cliente_6534,+5511567225333,Cliente_6534@exemplo.com,1958-07-08
181,Cliente_612,Endereço do Cliente_612,+5511584285364,Cliente_612@exemplo.com,1987-08-27
182,Cliente_6588,Endereço do Cliente_6588,+5511774139547,Cliente_6588@exemplo.com,1983-01-29
183,Cliente_9230,Endereço do Cliente_9230,+5511466009501,Cliente_9230@exemplo.com,1993-04-01
184,Cliente_5221,Endereço do Cliente_5221,+5511967204240,Cliente_5221@exemplo.com,1950-12-06
185,Cliente_6383,Endereço do Cliente_6383,+5511941951181,Cliente_6383@exemplo.com,1962-12-02
186,Cliente_9928,Endereço do Cliente_9928,+5511278468749,Cliente_9928@exemplo.com,1975-02-02
187,Cliente_8419,Endereço do Cliente_8419,+5511445889097,Cliente_8419@exemplo.com,1996-03-29
188,Cliente_166,Endereço do Cliente_166,+5511533739796,Cliente_166@exemplo.com,1982-10-24
189,Cliente_7828,Endereço do Cliente_7828,+5511408965731,Cliente_7828@exemplo.com,1963-06-19
190,Cliente_4793,Endereço do Cliente_4793,+5511162654372,Cliente_4793@exemplo.com,1956-10-22
191,Cliente_5676,Endereço do Cliente_5676,+5511903008033,Cliente_5676@exemplo.com,1985-03-29
192,Cliente_1950,Endereço do Cliente_1950,+5511945449782,Cliente_1950@exemplo.com,1951-08-04
193,Cliente_3762,Endereço do Cliente_3762,+5511245073954,Cliente_3762@exemplo.com,1952-03-31
194,Cliente_3944,Endereço do Cliente_3944,+5511256014662,Cliente_3944@exemplo.com,1959-08-18
195,Cliente_5974,Endereço do Cliente_5974,+5511340631347,Cliente_5974@exemplo.com,1981-11-05
196,Cliente_6231,Endereço do Cliente_6231,+5511455731203,Cliente_6231@exemplo.com,1954-01-10
197,Cliente_7853,Endereço do Cliente_7853,+5511693866431,Cliente_7853@exemplo.com,1961-07-22
198,Cliente_2444,Endereço do Cliente_2444,+5511878409591,Cliente_2444@exemplo.com,1971-04-30
199,Cliente_7574,Endereço do Cliente_7574,+5511219453503,Cliente_7574@exemplo.com,1979-03-30
200,Cliente_4200,Endereço do Cliente_4200,+5511507703635,Cliente_4200@exemplo.com,2000-01-21
201,Cliente_7658,Endereço do Cliente_7658,+5511855497718,Cliente_7658@exemplo.com,1952-05-31
202,Cliente_7747,Endereço do Cliente_7747,+5511533380476,Cliente_7747@exemplo.com,1963-04-24
203,Cliente_1618,Endereço do Cliente_1618,+5511177704662,Cliente_1618@exemplo.com,1995-12-18
204,Cliente_854,Endereço do Cliente_854,+5511601806521,Cliente_854@exemplo.com,1961-01-04
205,Cliente_669,Endereço do Cliente_669,+5511855432128,Cliente_669@exemplo.com,2000-08-31
206,Cliente_5936,Endereço do Cliente_5936,+5511474913001,Cliente_5936@exemplo.com,1973-05-15
207,Cliente_1195,Endereço do Cliente_1195,+5511544415349,Cliente_1195@exemplo.com,1955-09-22
208,Cliente_7827,Endereço do Cliente_7827,+5511189885560,Cliente_7827@exemplo.com,1969-12-02
209,Cliente_1706,Endereço do Cliente_1706,+5511302268928,Cliente_1706@exemplo.com,1999-09-11
210,Cliente_7394,Endereço do Cliente_7394,+5511839277972,Cliente_7394@exemplo.com,1963-10-14
211,Cliente_8979,Endereço do Cliente_8979,+5511574983532,Cliente_8979@exemplo.com,1993-12-23
212,Cliente_9473,Endereço do Cliente_9473,+5511567785360,Cliente_9473@exemplo.com,1979-01-31
213,Cliente_7395,Endereço do Cliente_7395,+5511892426668,Cliente_7395@exemplo.com,1983-11-08
214,Cliente_1750,Endereço do Cliente_1750,+5511340560978,Cliente_1750@exemplo.com,1986-07-30
215,Cliente_2514,Endereço do Cliente_2514,+5511945438157,Cliente_2514@exemplo.com,1971-07-17
216,Cliente_9450,Endereço do Cliente_9450,+5511734988251,Cliente_9450@exemplo.com,1964-11-12
217,Cliente_3398,Endereço do Cliente_3398,+5511517488946,Cliente_3398@exemplo.com,1997-10-13
218,Cliente_5186,Endereço do Cliente_5186,+5511808867244,Cliente_5186@exemplo.com,1998-01-31
219,Cliente_7289,Endereço do Cliente_7289,+5511170347224,Cliente_7289@exemplo.com,1956-05-28
220,Cliente_1480,Endereço do Cliente_1480,+5511240562718,Cliente_1480@exemplo.com,1953-04-15
221,Cliente_943,Endereço do Cliente_943,+5511240011430,Cliente_943@exemplo.com,1979-11-26
222,Cliente_6280,Endereço do Cliente_6280,+5511192739236,Cliente_6280@exemplo.com,1995-06-07
223,Cliente_3511,Endereço do Cliente_3511,+5511600496125,Cliente_3511@exemplo.com,1984-08-18
224,Cliente_2550,Endereço do Cliente_2550,+5511192022999,Cliente_2550@exemplo.com,1966-06-09
225,Cliente_1799,Endereço do Cliente_1799,+5511267733805,Cliente_1799@exemplo.com,2000-04-03
226,Cliente_9872,Endereço do Cliente_9872,+5511788768317,Cliente_9872@exemplo.com,1964-11-13
227,Cliente_6951,Endereço do Cliente_6951,+5511416775749,Cliente_6951@exemplo.com,1987-11-12
228,Cliente_6511,Endereço do Cliente_6511,+5511717437999,Cliente_6511@exemplo.com,1988-12-19
229,Cliente_1661,Endereço do Cliente_1661,+5511522958907,Cliente_1661@exemplo.com,1964-08-27
230,Cliente_985,Endereço do Cliente_985,+5511679566650,Cliente_985@exemplo.com,1965-03-05
231,Cliente_6261,Endereço do Cliente_6261,+5511213851469,Cliente_6261@exemplo.com,1996-12-07
232,Cliente_3364,Endereço do Cliente_3364,+5511295146767,Cliente_3364@exemplo.com,1977-11-11
233,Cliente_2194,Endereço do Cliente_2194,+5511867788510,Cliente_2194@exemplo.com,1966-04-30
234,Cliente_978,Endereço do Cliente_978,+5511738972938,Cliente_978@exemplo.com,1953-01-05
235,Cliente_8489,Endereço do Cliente_8489,+5511261736786,Cliente_8489@exemplo.com,1976-12-18
236,Cliente_7354,Endereço do Cliente_7354,+5511463322522,Cliente_7354@exemplo.com,1967-03-05
237,Cliente_7088,Endereço do Cliente_7088,+5511766143084,Cliente_7088@exemplo.com,1978-11-17
238,Cliente_4918,Endereço do Cliente_4918,+5511135635831,Cliente_4918@exemplo.com,1964-04-24
239,Cliente_4700,Endereço do Cliente_4700,+5511869688025,Cliente_4700@exemplo.com,1979-10-19
240,Cliente_4173,Endereço do Cliente_4173,+5511779708878,Cliente_4173@exemplo.com,1984-11-08
241,Cliente_9770,Endereço do Cliente_9770,+5511759787383,Cliente_9770@exemplo.com,1997-08-01
242,Cliente_66,Endereço do Cliente_66,+5511405496589,Cliente_66@exemplo.com,1976-07-16
243,Cliente_6358,Endereço do Cliente_6358,+5511206243484,Cliente_6358@exemplo.com,1951-04-06
244,Cliente_1858,Endereço do Cliente_1858,+5511323120257,Cliente_1858@exemplo.com,1983-11-05
245,Cliente_8868,Endereço do Cliente_8868,+5511408694760,Cliente_8868@exemplo.com,1983-01-25
246,Cliente_8571,Endereço do Cliente_8571,+5511327733445,Cliente_8571@exemplo.com,1993-01-29
247,Cliente_6824,Endereço do Cliente_6824,+5511866602845,Cliente_6824@exemplo.com,1959-03-20
248,Cliente_579,Endereço do Cliente_579,+5511991496012,Cliente_579@exemplo.com,1976-03-04
249,Cliente_2573,Endereço do Cliente_2573,+5511827439588,Cliente_2573@exemplo.com,1981-02-18
250,Cliente_6897,Endereço do Cliente_6897,+5511347357705,Cliente_6897@exemplo.com,1950-08-09
251,Cliente_3989,Endereço do Cliente_3989,+5511730912348,Cliente_3989@exemplo.com,1968-05-15
252,Cliente_7313,Endereço do Cliente_7313,+5511929978596,Cliente_7313@exemplo.com,1963-04-02
253,Cliente_2272,Endereço do Cliente_2272,+5511823283686,Cliente_2272@exemplo.com,1966-03-08
254,Cliente_4228,Endereço do Cliente_4228,+5511561066171,Cliente_4228@exemplo.com,1964-07-31
255,Cliente_5380,Endereço do Cliente_5380,+5511953907127,Cliente_5380@exemplo.com,1953-06-06
256,Cliente_3371,Endereço do Cliente_3371,+5511197349236,Cliente_3371@exemplo.com,1999-09-21
257,Cliente_188,Endereço do Cliente_188,+5511183829692,Cliente_188@exemplo.com,1958-01-25
258,Cliente_8147,Endereço do Cliente_8147,+5511895801779,Cliente_8147@exemplo.com,1987-10-22
259,Cliente_9367,Endereço do Cliente_9367,+5511938364827,Cliente_9367@exemplo.com,1994-06-30
260,Cliente_8121,Endereço do Cliente_8121,+5511428042136,Cliente_8121@exemplo.com,1963-04-14
261,Cliente_9003,Endereço do Cliente_9003,+5511663704596,Cliente_9003@exemplo.com,1951-10-20
262,Cliente_3393,Endereço do Cliente_3393,+5511570557923,Cliente_3393@exemplo.com,1982-12-27
263,Cliente_7475,Endereço do Cliente_7475,+5511186879348,Cliente_7475@exemplo.com,1979-11-02
264,Cliente_4750,Endereço do Cliente_4750,+5511358047010,Cliente_4750@exemplo.com,1983-10-09
265,Cliente_8744,Endereço do Cliente_8744,+5511616476167,Cliente_8744@exemplo.com,1978-12-23
266,Cliente_5651,Endereço do Cliente_5651,+5511387513506,Cliente_5651@exemplo.com,1970-05-31
267,Cliente_8305,Endereço do Cliente_8305,+5511371858819,Cliente_8305@exemplo.com,1967-12-11
268,Cliente_5640,Endereço do Cliente_5640,+5511477288692,Cliente_5640@exemplo.com,1970-03-01
269,Cliente_7460,Endereço do Cliente_7460,+5511343128527,Cliente_7460@exemplo.com,1976-01-04
